Inbred line,Accesion N,N GBS samples,N Plants,Avg. IBS,% missing,Breeding program,Pop structure,Complete_name,Kernel color,S6_82170011,S6_82170814,S6_82170859,S6_82170897,S6_82170900,S6_82170957,S6_82171038,S6_82174349,S6_82174376,S6_82174378,S6_82176123,S6_82185767,S6_82185973,S6_82186654,S6_82186661,S6_82217770,S6_82217918,S6_82218018,S6_82218044,S6_82218219,S6_82243856,S6_82243861,S6_82243874,S6_82243883
A208,Ames23402,1,1,,0.54,Minnesota,unclassified,Ames23402:81FENABXX:4:E12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A21-4-1INBREDHICKORYKING,PI221739,1,1,,0.57,South Africa,unclassified,PI221739:81FE7ABXX:7:C5,0,1,0.909,1,0,1,0.909,1,0.909,0.909,0.909,1,0.909,0.909,1,1,0.909,1,1,1,0.909,0.909,0.909,0.909,0.909
A218,Ames23403,1,1,,0.58,Minnesota,unclassified,Ames23403:81FE8ABXX:5:A10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A223,Ames23404,1,1,,0.45,Minnesota,unclassified,Ames23404:81N4HABXX:7:F7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A22-3-1INBREDHICKORYKING,PI221741,1,1,,0.58,South Africa,non-stiff stalk,PI221741:81FE7ABXX:2:D11,0,1,0.874,0.874,0.874,0.874,0,1,0.874,0.874,0.874,1,1,0.874,0.874,0.874,1,0.874,1,1,0.874,0.874,0.874,0.874,0.874
A238,NSL81595,2,2,0.997,0.62,Minnesota,unclassified,NSL81595:81FE8ABXX:6:G2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A243-1-2S10INBREDPERUVIAN,PI221805,1,1,,0.47,South Africa,unclassified,PI221805:81FENABXX:5:F9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A251,Ames23406,1,1,,0.55,Minnesota,unclassified,Ames23406:81FE8ABXX:5:D7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A257,Ames23407,1,1,,0.49,Minnesota,unclassified,Ames23407:81FE8ABXX:5:H9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A258,NSL81596,1,1,,0.56,Minnesota,unclassified,NSL81596:81FENABXX:3:H6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A260,Ames23408,1,1,,0.52,Minnesota,unclassified,Ames23408:81FENABXX:3:D9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A265,Ames23410,1,1,,0.59,Minnesota,unclassified,Ames23410:81FENABXX:3:H2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A266N,PI406113,1,1,,0.75,South Africa,unclassified,PI406113:81FENABXX:6:G2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A286,Ames23413,1,1,,0.53,Minnesota,unclassified,Ames23413:81FENABXX:7:E5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A305,Ames23417,1,1,,0.45,Minnesota,unclassified,Ames23417:81FE8ABXX:5:A7,0,0.78,1,1,0,1,0.78,0.78,1,1,1,1,0.78,0.78,0.78,0.78,0,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78
A308,Ames23418,1,1,,0.72,Minnesota,unclassified,Ames23418:81FE8ABXX:6:A1,0,0.799,0.799,1,0,1,0.799,0.799,0.799,0.799,0.799,1,0.799,0.799,0.799,0.799,0.799,1,0.799,0.799,0.799,0.799,0.799,0.799,0.799
A310,Ames23419,1,1,,0.76,Minnesota,unclassified,Ames23419:81FENABXX:3:C6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A312,Ames23420,1,1,,0.6,Minnesota,unclassified,Ames23420:81FE8ABXX:6:D9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A321,Ames23421,1,1,,0.58,Minnesota,unclassified,Ames23421:81FE8ABXX:5:G5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A322,Ames23422,1,1,,0.74,Minnesota,unclassified,Ames23422:81FE8ABXX:5:D3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A328NW,PI406115,1,1,,0.82,Other,unclassified,PI406115:D0D0BACXX:4:E1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A334,Ames23423,1,1,,0.64,Minnesota,unclassified,Ames23423:81FE8ABXX:5:F1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A34,Ames23391,1,1,,0.63,Minnesota,unclassified,Ames23391:81FENABXX:2:G9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A340,Ames23424,1,1,,0.46,Minnesota,unclassified,Ames23424:81FE8ABXX:5:H1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A344,Ames23425,1,1,,0.5,Minnesota,unclassified,Ames23425:81FENABXX:7:B6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A347NW,PI406116,1,1,,0.68,South Africa,unclassified,PI406116:81FE8ABXX:7:E6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A357,Ames23426,2,2,0.996,0.6,Minnesota,unclassified,Ames23426:81FE8ABXX:5:C4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A359NW,PI406117,2,2,0.993,0.58,South Africa,unclassified,PI406117:81FENABXX:7:G1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A374,Ames23427,1,1,,0.67,Minnesota,unclassified,Ames23427:81FENABXX:3:E2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A375,Ames23428,2,2,0.987,0.61,Minnesota,unclassified,Ames23428:81FENABXX:3:D3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A385,Ames23429,1,1,,0.64,Minnesota,unclassified,Ames23429:81FENABXX:3:E7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A401,Ames23430,1,1,,0.58,Minnesota,unclassified,Ames23430:81FE8ABXX:6:H7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A407,Ames23431,1,1,,0.48,Minnesota,unclassified,Ames23431:81FE8ABXX:5:H2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A415-1-3INBRED,PI221773,1,1,,0.43,South Africa,unclassified,PI221773:81FE7ABXX:1:A11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A422,Ames23433,1,1,,0.69,Minnesota,unclassified,Ames23433:81FE8ABXX:6:D3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A424,Ames23434,1,1,,0.49,Minnesota,unclassified,Ames23434:81FE8ABXX:4:H11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A427,Ames23435,1,1,,0.69,Minnesota,unclassified,Ames23435:81FE8ABXX:5:G2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A436-1INBRED,PI221775,1,1,,0.58,South Africa,unclassified,PI221775:81FE7ABXX:2:A6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A449,Ames23436,1,1,,0.62,Minnesota,unclassified,Ames23436:81FENABXX:6:B7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A450,Ames23437,1,1,,0.51,Minnesota,unclassified,Ames23437:81FENABXX:3:A5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A451,Ames23438,1,1,,0.69,Minnesota,unclassified,Ames23438:81FE8ABXX:5:C6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A468-1INBRED,PI221785,1,1,,0.51,South Africa,unclassified,PI221785:81FE7ABXX:2:B6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A480,Ames23439,1,1,,0.57,Minnesota,unclassified,Ames23439:81FENABXX:7:D6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A495,Ames23440,1,1,,0.66,Minnesota,unclassified,Ames23440:81N4HABXX:4:A1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A497,Ames23441,1,1,,0.55,Minnesota,unclassified,Ames23441:81FE8ABXX:6:A2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A498,Ames23442,1,1,,0.58,Minnesota,unclassified,Ames23442:81FENABXX:2:A11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A499,Ames23443,1,1,,0.53,Minnesota,unclassified,Ames23443:81N4HABXX:4:F8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A500,Ames23444,1,1,,0.47,Minnesota,unclassified,Ames23444:81FE8ABXX:4:G12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A502,Ames23445,1,1,,0.42,Minnesota,unclassified,Ames23445:81FE8ABXX:4:H12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A509N,PI406118,2,2,0.991,0.65,South Africa,unclassified,PI406118:81FE7ABXX:3:A1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A547,Ames23448,1,1,,0.52,Minnesota,unclassified,Ames23448:81FE8ABXX:5:C8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A548,Ames23449,1,1,,0.69,Minnesota,unclassified,Ames23449:81FE8ABXX:6:D2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A553NOrangeHalo,PI406119,1,1,,0.52,South Africa,unclassified,PI406119:81FE8ABXX:7:F9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A575,Ames23452,1,1,,0.57,Minnesota,unclassified,Ames23452:81FENABXX:7:C5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A57N,PI406107,1,1,,0.6,South Africa,unclassified,PI406107:81FENABXX:4:C4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A588,Ames23455,1,1,,0.3,Minnesota,unclassified,Ames23455:81FE8ABXX:5:A12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A617,Ames23456,1,1,,0.68,Minnesota,unclassified,Ames23456:81N4HABXX:5:D2,1,0.902,0.902,0.902,0.902,0.902,1,1,1,1,0.902,1,1,0.902,0.902,0.902,0,1,1,1,0.902,0.902,0.902,0.902,0.902
A618,Ames23457,1,1,,0.57,Minnesota,unclassified,Ames23457:81FE8ABXX:6:B4,1,0.909,1,1,1,1,1,0.909,0.909,0.909,1,1,0.909,0.909,0.909,0.909,0,1,1,1,0.909,0.909,0.909,0.909,0.909
A619E,Ames28170,1,1,,0.47,Minnesota,non-stiff stalk,Ames28170:81FE8ABXX:5:B10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A619HT,Ames23458,1,1,,0.62,Minnesota,non-stiff stalk,Ames23458:81N4HABXX:2:D11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A622,Ames23459,1,1,,0.57,Minnesota,unclassified,Ames23459:81N4HABXX:7:B6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A622N,PI406124,1,1,,0.53,South Africa,unclassified,PI406124:81N4HABXX:2:H5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A625,Ames23461,1,1,,0.54,Minnesota,unclassified,Ames23461:81FE8ABXX:6:H5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A627,Ames23463,1,1,,0.49,Minnesota,unclassified,Ames23463:81FE8ABXX:5:E9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A628,Ames23464,1,1,,0.52,Minnesota,unclassified,Ames23464:81FE8ABXX:6:C11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A629,Ames23465,1,1,,0.63,Minnesota,unclassified,Ames23465:81N4HABXX:2:F6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A630,Ames23466,1,1,,0.58,Minnesota,unclassified,Ames23466:81FE8ABXX:6:E4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A631,Ames23467,1,1,,0.62,Minnesota,unclassified,Ames23467:81FE8ABXX:6:G3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A632+/sh2,Ames26760,1,1,,0.49,Wisconsin,stiff stalk,Ames26760:81N4HABXX:6:B10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A632HT,Ames23468,2,2,0.993,0.39,Other,unclassified,Ames23468:81FE8ABXX:6:A6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A632HTN,Ames23469,1,1,,0.73,Minnesota,stiff stalk,Ames23469:81FE8ABXX:1:B1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A632sh2/sh2,Ames26761,1,1,,0.66,Wisconsin,stiff stalk,Ames26761:81FE8ABXX:1:C2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A632su/su,Ames26762,1,1,,0.52,Wisconsin,stiff stalk,Ames26762:81N4HABXX:6:A2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A633,Ames23471,1,1,,0.46,Minnesota,stiff stalk,Ames23471:81FE8ABXX:5:H10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A635RpRp,Ames23473,1,1,,0.65,Minnesota,stiff stalk,Ames23473:81FENABXX:2:G1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A636,Ames23474,1,1,,0.5,Minnesota,unclassified,Ames23474:81FE8ABXX:5:D4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A637,Ames23475,1,1,,0.53,Minnesota,unclassified,Ames23475:81FE8ABXX:4:F12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A638,Ames23476,1,1,,0.56,Minnesota,unclassified,Ames23476:81FE8ABXX:5:A2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A640,Ames23477,1,1,,0.5,Minnesota,unclassified,Ames23477:81FENABXX:4:D12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A641N,PI406125,1,1,,0.67,South Africa,stiff stalk,PI406125:81FENABXX:4:E6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A643,Ames23478,1,1,,0.58,Minnesota,unclassified,Ames23478:81FE8ABXX:6:H2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A645,Ames23480,1,1,,0.63,Minnesota,unclassified,Ames23480:81FE8ABXX:5:G1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A646,Ames23481,1,1,,0.74,Minnesota,unclassified,Ames23481:81FENABXX:3:A1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A648,NSL81597,1,1,,0.49,Minnesota,unclassified,NSL81597:81FE8ABXX:6:E11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A649,Ames23482,2,1,0.997,0.48,Minnesota,unclassified,Ames23482:81FENABXX:7:H1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A650,Ames23483,1,1,,0.55,Minnesota,unclassified,Ames23483:81FE8ABXX:6:C10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A651,Ames23484,1,1,,0.59,Minnesota,unclassified,Ames23484:81FE8ABXX:6:F5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A652,Ames23485,1,1,,0.51,Minnesota,stiff stalk,Ames23485:81FE8ABXX:5:A5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A653,Ames23486,1,1,,0.52,Minnesota,unclassified,Ames23486:81FENABXX:2:C11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A656,Ames23488,1,1,,0.65,Minnesota,unclassified,Ames23488:81FE8ABXX:6:F6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A657,NSL81598,1,1,,0.53,Minnesota,stiff stalk,NSL81598:81FENABXX:2:F12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A660,NSL81600,2,2,0.997,0.52,Minnesota,unclassified,NSL81600:81FENABXX:3:A4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A661N,PI406126,1,1,,0.44,South Africa,unclassified,PI406126:81FE7ABXX:4:E11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A662,PI607522,2,2,0.997,0.42,Minnesota,unclassified,PI607522:81FE8ABXX:3:B12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A664N,PI406127,1,1,,0.62,South Africa,unclassified,PI406127:81FENABXX:7:H2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A665,PI607525,1,1,,0.66,Minnesota,stiff stalk,PI607525:81FENABXX:6:C7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A667,Ames23491,1,1,,0.6,Minnesota,stiff stalk,Ames23491:81FE8ABXX:6:D6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A669,Ames23493,1,1,,0.47,Minnesota,unclassified,Ames23493:81N4HABXX:7:F11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A670,Ames23494,1,1,,0.68,Minnesota,stiff stalk,Ames23494:81FENABXX:3:C1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A671,Ames23495,1,1,,0.48,Minnesota,unclassified,Ames23495:81FENABXX:7:F7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A672,Ames23496,2,2,0.998,0.56,Minnesota,unclassified,Ames23496:81FENABXX:7:F6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A673,Ames23497,1,1,,0.54,Minnesota,unclassified,Ames23497:81FE8ABXX:5:H3,1,0.858,1,0.858,0.858,0.858,1,1,0.858,0.858,1,1,1,0.858,0.858,0.858,0,0.858,0.858,0.858,0.858,0.858,0.858,0.858,0.858
A674,Ames23498,1,1,,0.67,Minnesota,unclassified,Ames23498:81FENABXX:3:G3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A675,Ames23499,1,1,,0.49,Minnesota,unclassified,Ames23499:81FENABXX:3:C9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A677,Ames23501,1,1,,0.66,Minnesota,unclassified,Ames23501:81FE8ABXX:6:C2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A681,Ames23504,1,1,,0.61,Minnesota,stiff stalk,Ames23504:81FENABXX:3:E4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A683,Ames23505,1,1,,0.57,Minnesota,unclassified,Ames23505:81FE8ABXX:6:H6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A684su,PI567792,1,1,,0.53,Minnesota,sweet corn,PI567792:81FE8ABXX:5:F9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A685su,PI567793,1,1,,0.7,Minnesota,sweet corn,PI567793:81FENABXX:2:C8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A686su,PI567794,1,1,,0.63,Minnesota,sweet corn,PI567794:81FE8ABXX:6:C4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A691N,PI406128,1,1,,0.51,South Africa,unclassified,PI406128:81FENABXX:1:E9,1,0.945,0.945,1,1,1,1,1,1,1,1,0.945,1,0.945,0.945,0.945,0,1,1,1,1,1,1,1,1
A71,NSL42875,1,1,,0.48,Minnesota,unclassified,NSL42875:81N4HABXX:6:A7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A73,Ames22439,2,2,0.968,0.56,Minnesota,unclassified,Ames22439:81FE8ABXX:1:B8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A759NW,PI406129,1,1,,0.62,South Africa,unclassified,PI406129:81FE8ABXX:3:F7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A90,Ames23392,1,1,,0.59,Minnesota,unclassified,Ames23392:81FE8ABXX:5:B9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A98NW,PI406108,1,1,,0.4,South Africa,unclassified,PI406108:81FE7ABXX:3:H12,0,1,1,0.713,0.713,0.713,1,0,0,1,0.713,0.713,1,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713
ABPl2,Ames22792,1,1,,0.56,Other,unclassified,Ames22792:81FENABXX:3:F2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ABPl4,Ames22793,1,1,,0.53,Other,unclassified,Ames22793:81FENABXX:3:G8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ABPl5,Ames22794,1,1,,0.5,Other,unclassified,Ames22794:81FENABXX:2:G10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AD104DS,Ames28974,1,1,,0.52,Other,popcorn,Ames28974:81FE7ABXX:5:E8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AD11DS,Ames28990,2,2,0.996,0.55,Other,popcorn,Ames28990:81FENABXX:5:G5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AD123DS,Ames28972,1,1,,0.5,Other,popcorn,Ames28972:81N4HABXX:7:H11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AD139DS,Ames28971,2,2,0.991,0.7,Other,popcorn,Ames28971:81FE7ABXX:5:D3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AD147,Ames28975,2,2,0.996,0.6,Other,popcorn,Ames28975:81FE7ABXX:5:E1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AD147DS,Ames28970,2,2,0.992,0.74,Other,popcorn,Ames28970:81FENABXX:1:C6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AD175,Ames28973,2,2,0.997,0.61,Other,popcorn,Ames28973:81N4HABXX:7:E7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AD187-1,Ames28982,1,1,,0.56,Other,popcorn,Ames28982:81N4HABXX:7:E4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AD188L,Ames28985,1,1,,0.59,Other,popcorn,Ames28985:81FENABXX:5:B8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AD188LDS,Ames28994,2,2,0.982,0.48,Other,popcorn,Ames28994:81FENABXX:4:B4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AD221,Ames28995,1,1,,0.63,Other,popcorn,Ames28995:81FE7ABXX:3:F2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AD230DS,Ames28979,1,1,,0.6,Other,popcorn,Ames28979:81FENABXX:1:E4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AD233,Ames28987,1,1,,0.48,Other,popcorn,Ames28987:81FENABXX:4:H12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AD238DS,Ames28978,2,2,0.997,0.51,Other,popcorn,Ames28978:81FE7ABXX:5:C8,1,0.976,1,1,0.5,1,1,1,1,1,0.976,1,1,0.976,1,1,1,1,1,1,0.976,1,1,1,1
AD26DS,Ames28988,1,1,,0.69,Other,popcorn,Ames28988:81FENABXX:5:E3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AD284,Ames28984,2,2,0.998,0.68,Other,popcorn,Ames28984:81FE7ABXX:3:D2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AD316DS,Ames28977,1,1,,0.63,Other,popcorn,Ames28977:81FENABXX:2:C2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
